Trial_ID,ROS_Time_sec,Replanning_Latency_sec,Path_Length_m,Path_Found_Bool,Outcome
1,39.305,17.969739,12.5154,1,0
1,39.305,134.069444,12.5154,1,0
1,39.505,0.596915,12.5126,1,0
1,39.705,0.480881,12.4375,1,0
1,39.905,0.486798,12.4091,1,0
1,40.105,1.084547,12.3945,1,0
1,40.305,0.745363,12.3988,1,0
1,40.506,0.457342,12.4157,1,0
1,40.705,0.511962,12.3318,1,0
1,40.906,4.415264,12.3128,1,0
1,41.105,1.817493,12.2073,1,0
1,41.305,4.566003,12.1288,1,0
1,41.505,1.020884,11.9979,1,0
1,41.705,0.89881,11.8361,1,0
1,41.905,0.841106,11.7228,1,0
1,42.105,3.594865,11.6294,1,0
1,42.305,0.806191,11.5651,1,0
1,42.505,1.024426,11.4662,1,0
1,42.705,3.991169,11.325,1,0
1,42.905,2.105931,11.2289,1,0
1,43.105,2.857085,11.1264,1,0
1,43.305,1.373276,11.0116,1,0
1,43.505,1.517849,10.9239,1,0
1,43.705,2.714096,10.8352,1,0
1,43.905,3.039864,10.7628,1,0
1,44.105,3.667484,10.7774,1,0
1,44.305,3.792309,10.5626,1,0
1,44.505,3.658903,10.509,1,0
1,44.705,3.430835,10.6399,1,0
1,44.905,2.949537,10.5629,1,0
1,45.105,2.670599,10.5284,1,0
1,45.502,2.359621,10.0777,1,0
1,45.705,3.301386,9.9784,1,0
1,45.905,3.846431,9.778,1,0
1,46.105,15.480049,9.5278,1,0
1,46.305,9.492481,9.6272,1,0
1,46.505,4.073914,9.594,1,0
1,46.706,3.018574,9.492,1,0
1,46.905,3.623613,10.2238,1,0
1,48.705,9.999946,9.6595,1,0
1,48.906,4.918187,10.5052,1,0
1,49.105,3.746521,10.4722,1,0
1,49.305,3.219726,10.4757,1,0
1,49.505,3.765979,10.4819,1,0
1,49.705,2.946745,10.4672,1,0
1,49.905,3.367883,10.448,1,0
1,50.105,2.911248,10.358,1,0
1,50.305,6.317962,10.2993,1,0
1,50.505,5.229582,10.2125,1,0
1,50.705,4.388475,10.1039,1,0
1,50.905,5.149462,9.2582,1,0
1,51.105,3.52008,9.1658,1,0
1,51.305,4.552463,9.049,1,0
1,51.505,7.241062,9.0291,1,0
1,51.705,35.237922,9.0138,1,0
1,52.906,8.088085,8.548,1,0
1,53.155,4.424765,8.3802,1,0
1,53.355,7.986509,8.2699,1,0
1,53.555,4.838568,8.0408,1,0
1,53.755,5.757836,7.9444,1,0
1,53.955,5.307368,7.862,1,0
1,54.155,4.022461,7.7907,1,0
1,54.355,3.368466,8.0309,1,0
1,54.555,3.596033,8.0159,1,0
1,54.755,3.198271,7.7312,1,0
1,54.955,3.099527,7.671,1,0
1,55.155,3.435503,7.5142,1,0
1,55.355,5.769169,7.3564,1,0
1,55.555,8.501722,7.2619,1,0
1,55.755,6.083021,7.2,1,0
1,55.955,4.54609,7.071,1,0
1,56.155,4.147369,7.0515,1,0
1,56.355,5.131048,6.5733,1,0
1,56.555,3.543454,6.4728,1,0
1,56.755,2.334916,6.376,1,0
1,56.955,2.074976,6.2724,1,0
1,57.155,3.671445,6.1789,1,0
1,57.355,2.59348,6.0741,1,0
1,57.555,3.590201,5.9929,1,0
1,57.755,29.095245,5.8359,1,0
1,57.955,29.647164,5.9906,1,0
1,58.155,19.959484,5.8843,1,0
1,58.355,5.541977,5.7844,1,0
1,58.555,4.184783,5.6832,1,0
1,58.755,4.969061,5.5935,1,0
1,58.956,3.90697,5.5112,1,0
1,59.155,4.391477,5.4687,1,0
1,59.355,3.32272,5.2606,1,0
1,59.555,4.405351,5.1673,1,0
1,59.755,4.187616,5.0635,1,0
1,59.955,4.198657,4.9595,1,0
1,60.155,4.592045,4.8583,1,0
1,60.355,6.301299,4.8385,1,0
1,60.556,2.533818,4.8087,1,0
1,60.755,2.336499,4.551,1,0
1,60.955,3.999463,4.4348,1,0
1,61.155,5.833415,4.3964,1,0
1,61.355,4.815363,4.5082,1,0
1,61.555,6.289882,4.4628,1,0
1,61.755,5.793543,4.4367,1,0
1,61.955,6.028693,4.4041,1,0
1,62.155,5.08801,4.4053,1,0
1,62.355,4.437473,4.1916,1,0
1,62.556,5.350658,4.4556,1,0
1,62.755,5.666844,4.1937,1,0
